"Aggregated: Adapter Connections","Aggregated: Preferred Host Name","Aggregated: Preferred IPs","Aggregated: Preferred MAC Address","Aggregated: Preferred OS: Type and Distribution"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC0E5303ADMXCO","10.188.32.134","D8:BB:C1:7F:DA:21","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI21C3108ADMXCO","10.188.81.106","D8:BB:C1:7F:DB:07","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VGT308D12ALMXCO","10.188.220.46","D8:3B:BF:37:FC:76","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP01A1006ALMXCO","10.188.216.183","80:38:FB:3F:26:4F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XGB123703ADMXCO","10.188.31.51","D8:BB:C1:EE:2F:63","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF51F1F09ADMXCO","10.188.92.176","10:E7:C6:B4:24:89","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFB093909ADMXCO","10.188.92.186","00:D8:61:62:53:50","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOMBCDB10ADMXCO","10.188.105.223","00:D8:61:62:55:D3","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS1981809ADMXCO","10.188.95.47","EC:B1:D7:3A:3F:85","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VRP0FC014ALMXCO","10.188.141.34","6C:24:08:AF:85:8D","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XGB447D03ADMXCO","10.188.31.137","6C:4B:90:E2:CE:AF","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOY5C5B11ADMXCO","10.188.111.150","00:D8:61:B2:71:ED","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VE40D1312ADMXCO","10.188.51.137","A0:48:1C:82:C5:D6","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XGB5EDF03ADMXCO","10.188.31.39","6C:4B:90:DE:72:1B","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VN8039707ALMXCO","10.188.71.122","98:FA:9B:49:5E:FD","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP4A38706ALMXCO","10.188.62.141","84:A9:38:39:40:D8","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDD3DF405ALMXCO","10.188.218.187","60:A5:E2:E3:BD:72","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI75D1A08ALMXCO","10.188.214.23","70:9C:D1:B0:73:F4","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XDO0D5E11ALMXCO","10.10.18.56","3C:9C:0F:01:53:D8","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON131F10ALMXCO","10.188.220.138","A0:51:0B:20:A9:9A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI510E008ALMXCO","10.188.220.250","7C:B2:7D:69:37:7D","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF7031909ADMXCO","10.188.92.103","00:D8:61:B2:75:9F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VC13A8214ALMXCO","10.188.217.182","80:38:FB:53:52:46","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOS26CC10ALMXCO","10.188.107.195","F4:39:09:84:0F:58","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XDO069511ALMXCO","10.188.112.147","E8:6A:64:33:A9:E0","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP03AE206ALMXCO","10.188.217.57
192.168.11.1
192.168.170.1","00:50:56:C0:00:01
00:50:56:C0:00:08
E4:5E:37:15:C6:0B","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI5A5B308ADMXCO","10.188.85.214","50:65:F3:1F:24:2D","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFD13F508ALMXCO","10.188.81.67","84:BA:59:38:AE:85","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFJ4FA909ALMXCO","10.188.220.217
192.168.56.1","0A:00:27:00:00:0E
48:89:E7:29:72:1E","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VY1B94713ALMXCO","10.188.132.20
192.168.158.1
192.168.240.1","00:50:56:C0:00:01
00:50:56:C0:00:08
E8:6A:64:FC:81:B6","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK461406ALMXCO","192.168.1.78","84:FD:D1:E7:8A:AB","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VY641D606ALMXCO","10.188.136.171","E8:6A:64:FC:81:A5","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI8FC6B08ALMXCO","10.188.87.209","98:FA:9B:0D:1B:77","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK2C4B06ADMXCO","10.188.48.46","04:7C:16:9E:B7:50","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK04B5006ADMXC","10.188.48.245","04:7C:16:9E:B8:5A","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK24B106ADMXCO","10.188.48.146","04:7C:16:9E:B2:A8","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKEE9106ADMXCO","10.188.65.223","FC:3F:DB:06:8D:22","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VUF46AE12ALMXCO","10.188.223.54","A0:51:0B:41:68:E7","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO193EF11ALMXCO","10.188.219.60","80:38:FB:53:34:B9","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VM980BE14ALMXCO","10.188.221.149","58:96:1D:92:91:77","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI999FD08ALMXCO","10.188.220.68","34:41:5D:BE:B9:69","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOFEEC113ALMXCO","10.188.223.73","A0:51:0B:41:66:80","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP2825306ALMXCO","10.188.62.188
172.31.0.1","00:15:5D:9E:FD:30
B4:B6:86:8D:2D:88","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK04B1306ADMXC","10.188.48.6","04:7C:16:9E:BC:A2","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter
paloalto_xdr_adapter","VPK04B606ADMXCO","10.188.48.24","D8:BB:C1:7F:CD:70","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VN4D37607ALMXCO","10.188.71.42","F4:30:B9:C7:33:B4","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VC4E14914ALMXCO","10.188.216.80","48:89:E7:30:FF:5C","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP2EE9F06ALMXCO","10.188.222.82","D0:3C:1F:2A:99:05","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VVA1F1D14ALMXCO","10.188.138.90","F4:30:B9:C7:6E:A2","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS1F62709ALMXCO","10.188.91.70
192.168.56.1","00:2B:67:53:79:E6
0A:00:27:00:00:0E","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON8F9B10ALMXCO","10.188.223.198","74:3A:F4:2E:A5:95","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOMA76210ALMXCO","10.55.224.253
192.168.100.53","E4:5E:37:14:EF:A1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI7A6CF08ALMXCO","10.188.85.242","8C:8C:AA:BC:82:27","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI136F308ADMXCO","10.188.85.254
192.168.56.1","0A:00:27:00:00:0D
64:51:06:47:B5:1F","Windows 7"
"active_directory_adapter
cisco_adapter
cisco_adapter
paloalto_xdr_adapter","XO8369C11ALMXCO","10.188.112.215","00:2B:67:53:4B:9C","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC251903ADMXCO","10.188.31.223","6C:4B:90:BA:3E:D8","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOCB19803ADMXCO","10.188.32.92","6C:4B:90:BA:3E:9E","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOCC86903ADMXCO","10.188.32.202","D8:BB:C1:80:11:19","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC46B303ADMXCO","10.188.32.22","6C:4B:90:BA:3E:A1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC128801ADMXCO","10.188.32.105","6C:4B:90:B4:3C:55","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC128803ADMXCO","10.188.31.49","D8:BB:C1:7F:DA:AC","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOCF54003ADMXCO","10.188.32.93","00:D8:61:6C:68:B9","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC3F1703ADMXCO","10.188.32.23","6C:4B:90:B8:80:7E","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH4703004ADMXCO","10.188.241.27","A0:D3:C1:07:86:D2","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH4929F04ADMXCO","10.188.42.251","00:D8:61:62:55:AC","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH2E19704ADMXCO","10.188.42.82","FC:3F:DB:06:8D:E2","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VD55D5E04ADMXCO","10.188.42.48","74:46:A0:9D:B2:CE","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH4E69904ADMXCO","10.188.42.112","00:D8:61:6C:68:F2","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC429903ADMXCO","10.188.35.81","6C:4B:90:BA:3E:6F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VICG00E08ADMXCO","10.188.85.198","00:D8:61:62:53:56","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC8D1903ADMXCO","10.188.31.131","6C:4B:90:BA:3E:E2","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC517A03ADMXCO","10.188.32.95","6C:4B:90:BA:3E:CD","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC767503ADMXCO","10.188.31.111","D8:BB:C1:7F:D7:1F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC23C603ADMXCO","10.188.35.251","D8:BB:C1:7F:DA:AB","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC584A03ADMXCO","10.188.32.28
192.168.56.1","0A:00:27:00:00:0B
6C:4B:90:BA:3E:D1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC100A03ADMXCO","10.188.31.212","6C:4B:90:BA:3E:E5","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC5D8D03ADMXCO","10.188.35.34","6C:4B:90:BA:3E:EF","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC293503G4MXCO","10.188.32.119","6C:4B:90:B5:19:0E","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOCFD1703ADMXCO","10.188.32.86","6C:4B:90:BA:3E:4C","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOCCB0C03ADMXCO","10.188.35.143","6C:4B:90:BA:3E:C4","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOCA98503ADMXCO","10.188.32.85","6C:4B:90:BA:3E:CC","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC28A503ADMXCO","10.188.31.161","00:D8:61:62:56:A9","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC27BD03ADMXCO","10.188.32.20","6C:4B:90:BA:3E:D6","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOCA7B502ADMXCO","10.188.32.26","EC:8E:B5:75:CA:28","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","HELPDA103ADMXCO","10.188.32.25","6C:4B:90:BA:3E:DE","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC068903ALMXCO","10.188.31.85","E8:6A:64:FC:84:A1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOCF06C03ADMXCO","10.188.31.48","6C:4B:90:BA:3E:82","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC331703ADMXCO","10.188.32.103","6C:4B:90:BA:3E:C9","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS1109A709ADMXCO","10.188.92.224","00:D8:61:6C:67:E3","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF5059709ADMXCO","10.188.92.181","00:D8:61:62:54:BF","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPDG00808ADMXCO","10.188.87.220
192.168.56.1","0A:00:27:00:00:0C
B8:AE:ED:2A:4E:5C","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFGXX5C13GDMXCO","10.188.136.64","78:E7:D1:88:A1:00","Windows 7"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPMA7D206ALMXCO","10.188.65.224","E8:6A:64:FC:7D:B2","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF2D75208ADMXCO","10.188.85.102","6C:4B:90:BA:3E:AF","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK3A3206ALMXCO","10.188.48.169","F8:75:A4:1B:31:FB","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK265306ALMXCO","10.188.48.192","90:2E:16:70:8D:E1","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFKG00R09ALMXCO","10.188.95.220","E8:6A:64:FC:7D:BB","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKB3FA06ALMXCO","10.188.48.214","98:FA:9B:0D:1F:CD","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFHG00B08ADMXCO","10.188.87.39","00:D8:61:62:56:45","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS277E809ADMXCO","10.188.92.75","6C:4B:90:B5:19:AC","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK30A806ALMXCO","10.188.48.193","E8:6A:64:FC:88:1E","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFJD5B809ADMXCO","10.188.95.25","10:E7:C6:B9:84:93","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFKG02809ADMXCO","10.188.95.235
172.28.0.1","00:15:5D:07:6F:FF
6C:4B:90:BA:3F:26","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDP0E1B06ADMXCO","10.188.61.28","50:65:F3:25:C1:CE","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS2DD8E09ADMXCO","10.188.92.45","00:D8:61:6C:67:C3","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDDAC2405ALMXCO","10.188.71.54","E8:6A:64:FC:7D:9D","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF5E61809ADMXCO","10.188.91.146","8C:DC:D4:39:C5:DE","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNFAA5405ALMXCO","10.188.52.254","8C:8C:AA:BC:8C:5B","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VN967F607ALMXCO","10.188.72.148","84:A9:38:39:39:3E","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDD25B707ALMXCO","192.168.1.66","A0:51:0B:50:84:A8","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VN42DAE07ALMXCO","10.188.71.32","90:2E:16:66:E5:FE","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK6B1706ALMXCO","10.188.205.122","20:C1:9B:BD:5A:1F","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF410E6F9ADMXCO","10.188.91.240","DC:4A:3E:9B:D2:F0","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK6CE206ADMXCO","10.188.48.118","04:7C:16:9E:B8:23","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEA10F4601ADMXC","10.188.61.75","00:D8:61:62:53:2B","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDH811104ADMXCO","10.188.42.63","D8:BB:C1:7F:D9:D0","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH184FA04ADMXCO","10.188.42.53","E0:BE:03:1E:0C:60","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH510F304ADMXCO","10.188.42.26","00:D8:61:6C:67:E8","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH2952D04ADMXCO","10.188.42.79","10:E7:C6:B3:E6:9F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH4F03A04ADMXCO","10.188.42.113","18:60:24:EE:53:F6","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK253706LAMXCO","10.188.48.179","E8:6A:64:FC:89:71","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPM30D406ALMXCO","10.188.62.24","AC:E2:D3:9C:5E:65","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter
paloalto_xdr_adapter
paloalto_xdr_adapter
paloalto_xdr_adapter","VPK410D06ALMXCO","10.188.61.43","6C:24:08:AF:85:8B","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF146B609ADMXCO","10.188.91.183","6C:4B:90:DE:D2:9F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS22CCE09ADMXCO","10.188.92.18","6C:4B:90:E2:CE:CB","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VN8F85F07ADMXCO","10.188.72.117","F0:92:1C:F6:28:05","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter
paloalto_xdr_adapter","VPKF65006ADMXCO","10.188.61.96","04:7C:16:9E:B8:28","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF439C509ADMXCO","10.188.92.253","10:E7:C6:B9:84:50","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK2E6F06ALMXCO","10.188.48.170","6C:24:08:A1:48:14","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPF33CE06ALMXCO","192.168.100.25","A0:51:0B:50:8A:ED","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNC5BEB07ADMXCO","10.188.75.186","64:51:06:47:B4:12","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS1XFJ709ADMXCO","10.188.95.96","18:60:24:EE:53:06","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK400006ALMXCO","10.188.62.72","98:FA:9B:0D:1A:76","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDDE28905ALMXCO","10.188.52.187","8C:8C:AA:BC:90:33","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS2642309ADMXCO","10.188.92.12","18:60:24:ED:C0:C5","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEE116507ALMXCO","10.188.72.165","F4:30:B9:C8:93:D2","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNF1B5313ALMXCO","10.188.52.171","98:FA:9B:0F:5B:52","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK827D06ALMXCO","10.188.204.139","70:9C:D1:AF:F8:AC","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK283B01ALMXCO","10.188.48.199","98:FA:9B:0F:53:9A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFCE12009ADMXCO","10.188.41.30","8C:DC:D4:48:78:E1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKB3F906ALMXCO","10.188.205.37","A0:51:0B:41:00:2D","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDF1F1509ADMXCO","10.188.92.170","44:39:C4:50:A6:E8","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPD46B106ADMXCO","10.188.175.144","D8:BB:C1:EE:3F:90","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFK8FB709ADMXCO","10.188.92.13","10:E7:C6:B9:7F:12","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP6C51306ALMXCO","10.188.61.55","F4:39:09:D6:02:53","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNRE1F807ALMXCO","10.188.72.167","84:A9:38:39:34:BC","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS305FF09ADMXCO","10.188.95.18","E0:BE:03:1E:0C:6C","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP63E1806ADMXCO","10.188.61.44","18:03:73:2A:0A:5F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK2FE406ALMXCO","10.188.48.165","E8:6A:64:FC:7C:A6","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPDAB4F06ALMXCO","10.188.65.198","B4:B6:86:8D:0D:1F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF2107BB08ALMXC","10.188.85.227","E8:6A:64:11:6E:C0","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VN4979D07ALMXCO","10.188.71.96","A0:1D:48:F7:31:FF","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK317A06ALMXCO","10.188.61.23","6C:24:08:A1:4D:98","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK418C06ALMXCO","10.188.48.216","84:A9:38:3C:88:3D","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDF0479GL09MXCO","192.168.1.80","C6:CD:CA:F6:3C:1B","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF5D73309ADMXCO","10.188.91.160","D8:BB:C1:EA:D8:B0","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNF4E8413ALMXCO","10.188.52.207
192.168.137.1","98:FA:9B:0D:1E:3B
A2:51:0B:20:A9:27","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK4BC306ALMXCO","10.188.48.166","E8:6A:64:F9:BB:7F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF5551809ADMXCO","10.188.92.180","E0:BE:03:1E:0E:BC","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKDFFA06ALMXCO","10.188.48.152","F8:E4:3B:A3:52:89","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS11098509ALMXC","10.188.95.28","6C:24:08:A1:4B:86","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFB48BE09ADMXCO","10.188.95.196","EC:8E:B5:75:CC:D4","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFGA5C909ADMXCO","10.188.95.102","E0:BE:03:1E:0F:23","Windows 10"
"active_directory_adapter
cisco_adapter
cisco_adapter
paloalto_xdr_adapter","VP5418D06ALMXCO","10.188.224.210","D4:E9:8A:6D:61:40","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFME7E909ADMXCO","10.188.95.141","6C:4B:90:E2:CE:B8","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKEE9406ALMXCO","10.188.48.186","8C:16:45:F0:C1:E8","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK928206ALMXCO","10.188.48.208","E8:6A:64:FC:7D:A9","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFC028409A2MXCO","10.188.92.83","A0:D3:C1:13:F3:8C","Windows 10"
